id,company_name,establishment_name,ein,street_address,city,state,zip_code,naics_code,industry_description,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths
1426701,"Auxiliary Systems, Incorporated","Auxiliary Systems, Inccorporated",,311 East 24th Street,Norfolk,VA,23504,336611, Ship repair done in a shipyard ,203,381722,1,0
1426702,"Compressed Air Equipment, Inc.","Compressed Air Equipment, Inc.",274109046,111 Clinton Avenue,Pitman,NJ,8071,811310, Commercial and industrial machinery repair and maintenance services ,20,37517,1,0
1426703,Omega Moulding,Omega Moulding NY,,1 Sawgrass Drive,Bellport,NY,11713,423220, Frames and pictures merchant wholesalers ,67,134000,1,0
1426704,"Berry Marble Co., Inc.","Berry Marble Co., Inc.",751721973,11405 State Highway 64 W,Tyler,TX,75704,327991," Architectural sculptures, stone, manufacturing ",17,42545,1,0
1426705,Aequs,Aequs Aero Machine,751299187,2220 Park Street,Paris,TX,75460,332710, Machine shops ,30,64400,1,0
1426706,CROCKETT GIN CO,CROCKETT GIN CO LLC,620657342,17 BROADWAY ST,MAURY CITY,TN,38050,115111, Cotton ginning ,13,38750,2,0
1426707,Xtreme Elements LLC,Xtreme Elements LLC,300608920,1016 Morse st.,Akron,OH,44320,238110," Foundation, building, poured concrete, contractors ",150,288000,1,0
1426709,"Magnakleen Services, LLC",Magnakleen,,112 Empire Avenue,Meriden,CT,6450,812332," Dust control textile item (e.g., cloths, mats, mops, rugs, shop towels) supply services ",22,42240,1,0
1426710,"CPV Towantic, LLC.",Towantic,911111672,16 Woodruff Hill Rd,Oxford,CT,6478,221112," Electric power generation, fossil fuel (e.g., coal, oil, gas) ",22,46778,2,0
1426711,"Carlon Roofing & Sheet Metal, Inc.","Carlon Roofing & Sheet Metal, Inc",611172306,1430 Selinda Avenue,Louisville,KY,40213,238160, Roof membrane installation ,48,97743,2,0
1426712,Electrical Services Unlimited,ESU,582182960,P.O Box 129,Hiram,GA,30141,238210, Electrical wiring contractors ,23,34910,2,0
1426713,City of Big Lake,City of Big Lake,,160 Lake St N,Big Lake ,MN,55309,921110," Executive offices, federal, state, and local (e.g., governor, mayor, president) ",56,116963,1,0
1426724,Jadex Inc,Alltrista Plastics LLC,352000584,2600 N Partnership Blvd,Springfield,MO,65803,326199," Bottle caps and lids, plastics, manufacturing ",151,286381,1,0
1426725,Koski Construction Co.,Koski Construction Co.,340338940,5841 WOODMAN AVE,ASHTABULA,OH,440047919,237310, Road construction ,17,36344,2,0
1426726,,Stairworks Inc.,232679596,811 Tech Dr,Telford,PA,18969,321918," Stair railings, wood, manufacturing ",22,46589,1,0
1426727,Town of Concord,Town of Concord,36000435,385 Main Street,Concord,VT,5824,921110, City and town managers' offices ,28,10324,2,0
1426738,"Roth Farms, Inc.","Roth Farms, Inc",591026176,232 NW Avenue L,Belle Glade,FL,33430,111998," General combination crop farming (except fruit and nut combinations, oilseed and grain, vegetable) ",67,190198,1,0
1426739,"TX RX Systems, Inc.","TX RX Systems, Inc.",,8625 Industrial Parkway,Angola,NY,14006,334220, Radio transmitting antennas and ground equipment manufacturing ,54,98983,2,0
1426740,"Nobis Engineering, Inc.","Nobis - Lowell, MA",20433409,585 Middlesex Street,Lowell,MA,1851,562910, Environmental remediation services ,29,48342,2,0
1426741,Cooperstown Dreams Park,Cooperstown Dreams Park,562089239,4550 State Highway 28,Milford,NY,13807,713990," Sports teams and leagues, recreational or youth ",43,90803,2,0
1426742,"Nobis Engineering, Inc.","Nobis - Concord, NH",20433409,18 Chenell Drive,Concord,NH,3301,562910, Environmental remediation services ,40,73034,2,0
1426743,"Lexington Metal Fabricators, Inc","Lexington Metal Fabricators, Inc",561802580,300 Lexington Metal Drive,Linwood,NC,27299,332313," Racks (e.g., trash), fabricated metal plate, manufacturing ",21,44926,1,0
1426744,CrowderGulf,CrowderGulf,10626019,5435 buisness pkwy,theodore,AL,36582,541611, General management consulting services ,55,161180,2,0
1426745,Manor Hills Inc.,Manor Hills Inc.,261412057,4192B Bolivar Road,Wellsville,NY,14895,623312, Assisted-living facilities without on-site nursing care facilities ,53,95044,1,0
1426746,CF Industries Nitrogen LLC,Port Neal,475379579,1182 260th Street,Sergeant Bluff,IA,51054,325311," Ammonia, anhydrous and aqueous, manufacturing ",293,612487,1,0
1426747,"Ade-Wifco Steel Products, Inc.","Wifco Steel Products, Inc",201834271,8003 Medora Road,Hutchinson,KS,67502,332999," Angle irons, metal, manufacturing ",46,87364,2,0
1426748,Goodyear,Goodyear,,1 Goodyear Blvd. ,Lawton,OK,73505,326211,Tire Manufacturer,2550,5251745,1,0
1426749,"IMDC, Inc dba 10 Strawberry Street",Denver Warehouse,841274359,"3837 N. Monaco Parkway, 10 Strawberry Street",Denver,CO,80207,423220, Homefurnishings merchant wholesalers ,25,53350,2,0
1426750,Albany Industries,Cotton Plant Transport,640880832,926 Sam  Barkley Drive,New Albany ,MS,38652,484121," General freight trucking, long-distance, truckload (TL) ",21,34983,1,0
1426751,"Rhodes Grocery, Inc.",Ron's Supermarket,481067542,310 E. Centennial Drive,Pittsburg,KS,66762,445110, Grocery stores ,62,94630,1,0
1426752,"Waker Plumbing, Inc.","Waker Plumbing, Inc",310965904,1760 East David Rd,Kettering,OH,45440,238220, Plumbing contractors ,26,36779,2,0
1426753,Denco Highway Construction,Denco Highway Construction Corporation,421313381,416 E Main St,Mingo,IA,50168,237310," Repair, highway, road, street, bridge or airport runway ",75,124891,1,0
1426754,"Core Electric, Inc.","Core Electric, Inc.",841601932,"168 CTC Blvd., Suite A",Louisville,CO,80027,238210, Electric contracting ,29,58078,2,0
1426755,"Rhodes Grocery of Missouri, Inc.",Rhodes Family Price Chopper,470908480,2210 W. Hwy 76,Branson,MO,65616,445110, Grocery stores ,76,118709,2,0
1426756,Industrial Maintenance of Topeka Inc,Industrial Maintenance of Topeka Inc,481058370,4501 NW US Highway 24,Topeka,KS,66618,333922, Belt conveyor systems manufacturing ,91,189544,1,0
1426757,,American Industrial Plastics LLC,454917252,724 Fentress Blvd.,Daytona Beach,FL,32114,326199," Hardware, plastics, manufacturing ",32,54150,1,0
1426758,Power Electronics International Inc.,Power Electronics International Inc.,362738425,561 Plate Drive ,East Dundee ,IL,60118,335999," Power converter units (i.e., AC to DC), static, manufacturing ",48,92425,2,0
1426759,Cheboygan County Road Commission,Cheboygan County Road Commission,383140029,5302 South Straits Hwy,Indian River,MI,49749,237310," Construction management, highway, road, street and bridge ",44,75513,1,0
1426760,Blueline Manufacturing,Blueline Manufacturing,760619968,P.O. Box 21,Scott,LA,70583,332117, Powder metallurgy products manufactured on a job or order basis ,75,154965,2,0
1426761,AZZ Inc,AZZ Switchgear Systems,752403898,7911 Old US HWY 54,Fulton,MO,65251,335313," Bus bar structures, switchgear-type, manufacturing ",223,414509,1,0
1426762,AgroChem inc,AgroChem,203320916,26 Freedom Way,Saratoga Springs,NY,12866,325320," Dips (i.e., pesticides), cattle and sheep, manufacturing ",40,74812,2,0
1426763,Power Process Piping,Power Process Piping,382041808,45780 Port St,Plymouth,MI,48170,238220, Mechanical contractors ,63,130167,2,0
1426764,Metropolitan School District of Lawrence Township,MSD of Lawrence Township - Transportation Department,356006802,6501 Sunnyside Road,Indianapolis,IN,46236,611110," School districts, elementary or secondary ",190,224750,1,0
1426765,Riggs Tree Service,Riggs Tree Service,680505083,59575 E. 290 Road,Grove,OK,74344,561730, Arborist services ,235,427522,1,0
1426766,Flanagan-Graymont Fire Protection District,Flanagan-Graymont Fire Protection District,371041777,101 South Adams Street,Flanagan,IL,61740,922160," Fire departments (e.g., government, volunteer (except private)) ",25,485,2,0
1426767,J&J Lumber,J&J Lumber,710719909,29 Sawmill Lane,Amity,AR,71921,321113, Sawmills ,46,93600,1,0
1426768,Pocahontas-Old RIpley Fire Protection District,P O Fire District,371168088,#4 W State Street,Pocahontas,IL,62275,922160, Ambulance and fire service combined ,25,6273,2,0
1426769,Northwest Local School District,Northwest Local School District,,3240 Banning Rd,Cincinnati,OH,452395207,611110, Elementary and secondary schools ,1300,700,1,0
1426770,"C & I Electronics Co., Inc.","C & I Electronics Co., Inc.",352055375,"424 E. Inglefield Rd., Ste. 101",Evansville,IN,47725,562920, Materials recovery facilities (MRF) ,17,34520,2,0
1426771,"Belmont Management Co., Inc.","Belmont Management Co., Inc.",161028940,215 Broadway,Buffalo,NY,14204,531110, Apartment building rental or leasing ,190,188876,1,0
1426772,Bevans Steel Company,Bevans Steel Company,421394681,1028 South Dittmer,Davenport,IA,52802,238120, Structural steel erecting or iron work contractors ,17,29995,1,0
1426773,Huntsman Advanced Materials Americas Inc.,Huntsman East Lansing Site,522215309,4217 Dawn Ave.,East Lansing,MI,48823,325211, Polyethylene resins manufacturing ,25,47795,2,0
1426774,"Cordele Metal Works, Inc.","Cordele Metal Works, Inc.",582493661,410 N 5th St,Cordele,GA,31015,332322, Sheet metal work (except stampings) manufacturing ,22,45759,1,0
1426775,Cardinal Health- Glendale Heights PET,Cardinal Health- Glendale Heights PET,,1950 Bentley Court,GlendaleHeights,IL,60139,325412, In-vivo diagnostic substances manufacturing ,8,14614,1,0
1426776,LOUISIANA WHOLESALE DRUG CO,"Louisiana Wholesale Drug Co., Inc",720844073,2085 I-49 South Service Road,Sunset,LA,70584,424210, Pharmaceuticals merchant wholesalers ,84,165315,1,0
1426777,"Benton's Sand & Gravel, Inc.l","Benton's Sand & Gravel, Inc.",421273294,905 Center Street,Cedar Falls,IA,50613,238910, Building demolition ,24,60585,1,0
1426778,"PB & J Services, LLC","PB & J Services, LLC",812506627,59575 E. 290 Road Suite 106,Grove,OK,74344,561730, Arborist services ,35,57230,1,0
1426779,"Fleaux Services of Louisiana, LLC.","Fleaux Services of Louisiana, LLC.",454607829,230 Lynbrook Blvd.,Shreveport,LA,71106,423830, Oil well machinery and equipment merchant wholesalers ,65,139332,2,0
1426780,Cardinal Health,Cardinal Health- Glendale Heights NPS,,1950 Bentley Court,Glendale Heights,IL,60139,621511," Medical laboratories (except radiological, X-ray) ",45,78910,1,0
1426781,Piggly Wiggly Alabama Distributing Company Inc,Piggly Wiggly Alabama Distributing Company Inc,630393676,2400 J.T. Wooten Dr,Bessemer,AL,35020,493120, Cold storage warehousing ,461,1701418,1,0
1426782,"J&J Contractors, Inc.","J&J Contractors, Inc.",43358749,101 Billerica Ave bldg 5 suite 205,North Billerica,MA,1862,236220," Addition, alteration and renovation general contractors, commercial and institutional building ",72,141470,2,0
1426783,Randolph County Sheltered Industries,Randolph County Sheltered Industries,431018132,1751 Robertson Road,Moberly,MO,65270,624310," Habilitation job counseling and training, vocational ",31,32958,2,0
1426784,"Jottan, Inc.","Jottan, Inc.",222768915,One Underwood Court,Delran,NJ,8075,238160, Low slope roofing installation ,85,148155,1,0
1426785,PAYNE CHEVROLET INC,PAYNE CHEVROLET INC,620320640,2807 MEMORIAL BLVD,SPRINGFIELD,TN,37172,441110," Automobile dealers, new only or new and used ",66,137280,1,0
1426786,"Ramage Septic Service, Inc.","Ramage Septic Service, Inc.",264625226,2898 Harry T Moore Ave,Mims,FL,32754,238220, Plumbing contractors ,29,57179,2,0
1426787,Brunswick Leisure Boat Company,Brunswick Leisure Boat Company,203025440,1111 North Hadley Road,Fort Wayne,IN,46804,336612," Boats (i.e., suitable or intended for personal use) manufacturing ",360,750865,1,0
1426788,Hamilton Chevrolet,Hamilton Chevrolet Inc,,5800 E 14 Mile Rd,Warren,MI,48092,441110," Automobile dealers, new only or new and used ",82,170095,1,0
1426789,TouchPad Electronics LLC,TouchPad Electronics LLC,264156275,101 W. Boxhorn Drive,Mukwonago,WI,53149,334418, Printed circuit assemblies manufacturing ,40,75764,2,0
1426790,Cascade Floors Inc,Cascade FloorsInc,930593158,PO Box 250,Sublimity,OR,97385,238390," Concrete coating, glazing or sealing ",20,45214,1,0
1426791,Kinco Constructors,Kinco Constructors,710848798,12600 Lawson Road,Little Rock,AR,72210,236220, Commercial building construction general contractors ,105,195088,2,0
1426792,A. F. Wendling Foodservice,A. F. Wendling Foodservice,550383249,100 Wendling Plaza,Buckhannon,WV,26201,424410, General-line groceries merchant wholesalers ,100,162875,1,0
1426793,VPGC'LLC,"VPGC, LLC",900857105,6349 Rawley Pike,hinton,VA,22831,311615," Chickens, processing, fresh, frozen, canned, or cooked (except baby and pet food) ",480,932824,1,0
1426794,Opportunity Workshop Inc,Opportunity Workshop ,430980574,1319 N Alanthus Ave,Stanberry,MO,64489,624310," Job training, vocational rehabilitation or habilitation ",72,102928,2,0
1426795,"Architectural and Industrial Metal Finishing Co., LLC","Architectural and Industrial Metal Finishing Co., LLC",810644194,1091 Sunnyside Rd.,Vermilion,OH,44089,325510, Powder coatings manufacturing ,22,44874,1,0
1426796,Hampton Inn & Suites,Hampton Inn & Suites - Hudson,421185734,2610 Pearson Drive,Hudson,WI,54016,721110, Hotels (except casino hotels) ,24,27502,2,0
1426797,West Fraser, McDavid lumber mill,721489951,401 Champion dr ,McDavid ,FL,32568,321113, Sawmills ,138,316231,1,0
1426798,Johnson Controls,Johnson Controls - Hattiesburg,,77 Academy Drive,Hattiesburg,MS,39401,333415, Air-conditioning and warm air heating combination units manufacturing ,225,550681,1,0
1426799,Twin Cities Hospitality Partners,DoubleTree by Hilton St. Paul East,,2201 Burns Ave,St. Paul,MN,55119,111219," Artichoke farming, field, bedding plant and seed production ",48,46647,1,0
1426800,"ROW Equipment, Inc.","ROW Equipment, Inc.",,6422 US Hwy 84,Patterson,GA,31557,238910," Equipment rental (except crane), construction, with operator ",23,36144,2,0
1426801,"Central Painting & Sandblasting, Inc","Central Painting & Sandblasting, Inc",204054457,8543 Riverland Ave Sw,Navarre,OH,446629257,238320," Engineering structure (e.g., oil storage tank, water tower) painting ",16,29365,1,0
1426802,"Action Tool & Machine, Inc.","Action Tool & Machine, Inc.",383094421,5976 Ford Ct.,Brighton,MI,48116,332710, Machine shops ,23,40033,1,0
1426803,Heines Custom Draperies,Heines Custom Draperies,741740514,27223 B Highway Blvd,Katy,TX,77494,337920," Fixtures (e.g., poles, rods, rollers), curtain and drapery, manufacturing ",35,70000,2,0
1426804,"Clean Air PCI, LLC","Clean Air PCI, LLC",853199637,7 Superior Dr SE,ROME,GA,30161,333249, Anodizing equipment manufacturing ,37,71637,1,0
1426805,"Hina Environmental Solutions, Inc",Abatement and Mitigation Services,261342009,995A Safin Road,Columbus,OH,43204,562910, Environmental remediation services ,28,31658,1,0
1426806,"Pacific Wall Systems, Inc.",Job Site,330934188,1201 N. Barsten Way,Anaheim,CA,92806,238310, Drywall contractors ,49,91845,1,0
1426807,Albanese Confectionery Group,Albanese Confectionery Group,351861174,5441 E Lincoln HWY,Merrillville,IN,46410,311340," Confectionery, nonchocolate, manufacturing ",656,1368124,1,0
1426808,TRU,997,,520 Sparta Rd,Belton,TX,76513,321991, Mobile home manufacturing ,250,530000,1,0
1426809,County of Newberry ,County of Newberry,576000389,1309 College Street,Newberry,SC,29108,921110, County supervisors' and executives' offices ,210,436800,1,0
1426810,Cold Spring Construction Company,Cold Spring Construction Company,161062004,43 Jackson Street,Akron,NY,14001,237310," Concrete paving (i.e., highway, road, street, public sidewalk) ",75,167576,1,0
1426811,K.J. Electric,K.J. Electric,161159405,5894 East Molloy Road,Syracuse,NY,13211,423610," Electric motors, wiring supplies, and lighting fixtures merchant wholesalers ",92,143360,2,0
1426812,"The Lord's Table, Inc / TLT Inc.","The Lord's Table, Inc / TLT Inc.",621450568,390 Sewell Drive,Sparta,TN,38583,337211," Furniture, office-type, padded, upholstered, or plain wood, manufacturing ",15,31200,1,0
1426813,Four Square Healthcare,Farmersville Health and Rehab,810941650,205 Beech Street,Farmersville,TX,75442,623110, Skilled nursing facilities ,62,83430,2,0
1426814,"Mid Cities Motor Freight, Inc","Mid Cities Motor Freight, Inc",431119604,6006 lake ave,Saint Joseph,MO,64504,484110," Container trucking services, local ",38,81000,2,0
1426815,Foot Locker Corporate Services,Foot Locker Corporate Services,,3543 Simpson Ferry Rd,Camp Hill,PA,17011,493110, General warehousing and storage ,475,947391,1,0
1426816,"Heritage Electric, LLC","Heritage Electric, LLC",481247708,841 N. Martway Drive,Olathe,KS,66061,238210, Electrical contractors ,21,41367,2,0
1426817,Hunting Energy Services,Subsea Technologies Division - Spring,741604580,7211 Spring Cypress Road,Spring ,TX,77379,332996," Pipe fabricating (i.e., bending, cutting, threading) made from purchased metal pipe ",31,85035,2,0
1426818,"Southeastern Provision, LLC ","Southeastern Provision, LLC ",331002174,1617 Helton Rd,Bean Station,TN,37708,311611, Beef produced in slaughtering plants ,87,194400,1,1
1426819,Northern Ohio Roofing & Sheet Metal Inc,Northern Ohio Roofing & Sheet Metal Inc,341095483,880 Infirmary Rd,Elyria,OH,440354819,238160, Roofing contractors ,13,18955,2,0
