Author,Title,Type of Ban,Secondary Author(s),Illustrator(s),Translator(s),State,District,Date of Challenge/Removal,Origin of Challenge,Authors,Description,Categories,Page Count,Published Date
"Mesrobian, Carrie",Perfectly Good White Boy,Banned Pending Investigation,,,,Texas,Fredericksburg Independent School District,Mar-22,Administrator,Carrie Mesrobian,"""You never know where we?ll end up. There's so much possibility in life, you know?"" Hallie said. Sean Norwhalt can read between the lines. He knows Hallie's just dumped him. He was a perfectly good summer boyfriend, but now she's off to college, and he's still got another year to go. Her pep talk about futures and ""possibilities"" isn't exactly comforting. Sean's pretty sure he's seen his future and its ""possibilities,"" and they all look DISPOSABLE. Like the crappy rental his family moved into when his dad left. Like all the unwanted filthy old clothes he stuffs into the rag baler at his thrift-store job. Like everything good he's ever known. The only hopeful possibilities in Sean's life are the Marine Corps, where no one expected he'd go, and Neecie Albertson, whom he never expected to care about. Carrie Mesrobian follows her critically acclaimed debut, Sex & Violence, with another powerful and wrenching portrait of a teenage boy on the precipice of the new American future.",Juvenile Fiction,308,2014-10-01
"Mesrobian, Carrie",Sex & Violence,Banned Pending Investigation,,,,Texas,Fredericksburg Independent School District,Mar-22,Administrator,N/A,N/A,N/A,N/A,N/A
"Meyer, Marissa",Fairest: Levana's Story (The Lunar Chronicles Series),Banned in Libraries,,,,Oklahoma,Bristow Public Schools,Oct-21,Administrator,Marissa Meyer,"What makes a queen turn evil? She hides behind a mask of deceit, and uses her ""glamour"" to gain power. But who is Queen Levana? Long before she crossed paths with Cinder, Scarlet, and Cress in The Lunar Chronicles, Levana lived a very different story—a story that has never been told . . . until now.",Juvenile Fiction,286,2015-01-27
"Meyer, Stephenie",Eclipse (Twilight Series),Banned in Libraries,,,,Oklahoma,Bristow Public Schools,Oct-21,Administrator,Stephenie Meyer,"As the love triangle heats up in the third book, Bella must choose between her friendship with Jacob and her romance with Edward -- and her decision could change the fate of vampires and werewolves forever. As Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge, Bella once again finds herself surrounded by danger. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob -- knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella has one more decision to make: life or death. But which is which? It's here! #1 bestselling author Stephenie Meyer makes a triumphant return to the world of Twilight with the highly anticipated companion, Midnight Sun: the iconic love story of Bella and Edward told from the vampire's point of view. ""People do not want to just read Meyer's books; they want to climb inside them and live there."" -- Time ""A literary phenomenon."" -- The New York Times",Young Adult Fiction,478,2007-08-07
"Meyers, Susan",Everywhere Babies,Banned Pending Investigation,,"Frazee, Marla",,Florida,Lee County Schools,Mar-22,Administrator,Susan Meyers,"Every day, everywhere, babies are born. They're kissed and dressed and rocked and fed--and completely adored by the families who love them. With an irresistible rhyming text and delightfully endearing illustrations, here is an exuberant celebration of playing, sleeping, crawling, and of course, very noisy babies doing all the wonderful things babies do best.",Juvenile Fiction,62,2004
"Meyers, Susan",Everywhere Babies,Banned Pending Investigation,,"Frazee, Marla",,Florida,St. Lucie Public Schools,Jan-22,Formal Challenge,Susan Meyers,"Every day, everywhere, babies are born. They're kissed and dressed and rocked and fed--and completely adored by the families who love them. With an irresistible rhyming text and delightfully endearing illustrations, here is an exuberant celebration of playing, sleeping, crawling, and of course, very noisy babies doing all the wonderful things babies do best.",Juvenile Fiction,62,2004
"Meyers, Susan",Everywhere Babies,Banned Pending Investigation,,"Frazee, Marla",,Florida,Walton County School District,Apr-22,Administrator,Susan Meyers,"Every day, everywhere, babies are born. They're kissed and dressed and rocked and fed--and completely adored by the families who love them. With an irresistible rhyming text and delightfully endearing illustrations, here is an exuberant celebration of playing, sleeping, crawling, and of course, very noisy babies doing all the wonderful things babies do best.",Juvenile Fiction,62,2004
"Mian, Zanib",Planet Omar: Accidental Trouble Magnet (Planet Omar Series),Banned in Classrooms,,"Mafaridik, Nasaya",,Pennsylvania,Central York School District,Aug-21,Administrator,Zanib Mian,"The first book in the exciting middle-grade series starring a Muslim boy with a huge imagination—now in paperback! Welcome to the imaginative brain of Omar! Omar and his family have just moved, and he is NOT excited about starting at a new school. What if the work is too hard or the kids are mean or the teacher is a zombie alien?! But when Omar makes a new best friend, things start looking up. That is, until a Big Mean Bully named Daniel makes every day a nightmare! Daniel even tells Omar that all Muslims are going to be kicked out of the country . . . Could that possibly be true? Luckily, Omar's enormous imagination and goofy family help him get through life's ups and downs. Omar's funny, relatable narrative is the perfect answer to the call for both mirrors and windows to fill bookshelves with diverse stories. An NPR Best Book of the Year A Kirkus Best Book of the Year A USBBY Outstanding International Book Selection A Top 10 NYPL Best Book of the year A Middle East Book Award Nominee A Fuse #8 Great Middle Grade Novels of 2020 list A Bluestem Book Award Nominee (Illinois) A Maine Student Book Award Nominee A Sasquatch Award Nominee (Washington)",Juvenile Fiction,241,2022-01-11
"Mian, Zanib",Planet Omar: Epic Hero Flop (Planet Omar Series),Banned in Classrooms,,"Cheng, Kyan",,Pennsylvania,Central York School District,Aug-21,Administrator,Zanib Mian,"Omar and his friends are up to a new heroic adventure in the fourth installment of this highly-illustrated middle-grade series starring a Muslim boy with a huge imagination. Is there ever a good time to tell a lie? When his best friend Daniel messes up at school, Omar decides to take the blame to save Daniel from getting in trouble—which makes Omar feel like a total hero! Being treated like a hero feels great, so he does it again. But then something more serious happens, and all eyes land on Omar. Uh-oh. The principal is convinced that Omar must have done it. Will he and his friends be able to prove his innocence, or is his good reputation ruined forever?",Juvenile Fiction,225,2023-04-11
"Mian, Zanib",Planet Omar: Incredible Rescue Mission (Planet Omar Series),Banned in Classrooms,,"Mafaridik, Nasaya",,Pennsylvania,Central York School District,Aug-21,Administrator,N/A,N/A,N/A,N/A,N/A
